@relation 'spambase_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.75-A5-M-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R6-31-weka.filters.unsupervised.attribute.Remove-R4-5'

@attribute '0.348word_freq_857+0.348word_freq_415+0.32 word_freq_direct+0.317word_freq_technology+0.312word_freq_telnet...' numeric
@attribute -0.272word_freq_your-0.252capital_run_length_longest-0.248word_freq_000-0.236char_freq_$-0.235word_freq_order... numeric
@attribute '-0.303word_freq_font-0.299word_freq_business-0.299char_freq_;+0.29 word_freq_addresses-0.274word_freq_credit...' numeric
@attribute Class {1,0}

@data
-0.73167,0.043021,0.569698,1
-1.184956,-2.067625,0.826598,1
-1.467435,-5.023208,2.784381,1
-0.80526,-0.427457,-0.547803,1
-0.806191,-0.426701,-0.547694,1
-0.49262,0.48951,-0.671938,1
-1.025721,-1.020638,-1.448537,1
-0.504395,0.487483,-0.687679,1
-1.265801,-3.640849,-3.1055,1
-0.841138,-0.400467,0.874246,1
-0.183055,-1.702605,-1.593611,1
-0.639191,0.464192,0.19461,1
-0.693729,0.057556,0.50391,1
-1.052856,-1.032881,-1.002556,1
-1.281213,-1.661085,-0.309115,1
-0.352049,-0.280416,-1.143946,1
-0.699741,0.369175,-0.201904,1
-0.834228,-0.530784,0.768336,1
-0.806895,-0.404966,0.799294,1
0.407241,-4.037056,2.58933,1
-0.0089,1.225542,0.390005,1
-0.892619,-1.06137,-0.122615,1
-0.500458,0.449399,-0.782107,1
-0.662745,0.082806,0.075239,1
-0.303313,1.295847,0.537287,1
-0.892545,-1.060981,-0.122653,1
-0.303313,1.295847,0.537287,1
-1.023112,-0.631767,-0.433354,1
-0.358265,0.949788,0.043939,1
-1.104119,-2.530088,-4.882213,1
-0.870437,-0.170989,-0.664497,1
-0.722965,-0.269525,0.679708,1
-0.89063,-0.289398,-0.179656,1
-0.813589,-0.799896,1.736298,1
1.13719,-0.514269,-2.201799,1
-0.751992,-0.155404,0.820424,1
-0.48684,0.442807,-0.822045,1
-1.076853,-1.276815,-0.575781,1
-0.669161,0.154022,0.388865,1
-0.806362,-0.291016,0.603216,1
-1.276609,-1.988871,0.937397,1
-0.527375,0.480099,-0.689547,1
-0.519319,0.472908,-0.715709,1
-0.809779,-0.415778,0.786335,1
-0.987071,-1.188459,-2.677951,1
-1.209286,-2.34795,-0.168996,1
-1.157736,-1.565689,0.362088,1
-1.637891,-3.767257,-1.394932,1
-1.709717,-4.398286,1.317252,1
-1.183079,-1.961339,0.704362,1
-0.852142,-0.063406,-0.55567,1
-1.749332,-4.257919,-0.130708,1
-0.838493,-0.388987,0.868322,1
-0.821369,-0.633932,1.312169,1
-1.718304,-4.150808,-0.220214,1
-0.680964,0.495213,-0.099696,1
-0.842418,-0.600554,-1.339419,1
-0.970982,-0.552986,-0.380589,1
-0.739106,0.094342,0.341372,1
-0.83448,-0.390322,0.537871,1
-0.476964,0.304974,0.273221,1
-0.942654,-0.20724,-0.187211,1
-0.963277,-0.612306,-1.471446,1
-0.856232,-0.757781,-0.659314,1
-0.915138,-0.932528,-0.722103,1
-1.03841,-0.904148,-0.990293,1
-0.425551,-0.981497,-1.729277,1
-0.999728,-0.512253,-0.972278,1
-0.955387,-1.950371,-0.639986,1
-0.365721,0.455635,1.121211,1
-2.4897,-7.474124,-8.450747,1
-0.675695,0.108418,0.4284,1
-0.753905,-0.111358,0.424397,1
-0.690751,-1.474587,0.234771,1
-1.071596,-1.257567,-0.562065,1
-1.153615,-1.722564,1.371664,1
-0.760288,-0.093676,0.720409,1
-1.257949,-2.869843,-0.343245,1
-0.935563,-0.517505,0.110576,1
-0.856569,-1.012209,1.85874,1
-0.767386,0.406299,0.092197,1
-0.651911,-0.834821,-0.906585,1
-1.043879,-1.334869,-0.675663,1
-1.160994,-1.704204,1.824022,1
-0.259632,1.249257,0.400245,1
-0.612837,-1.52663,-2.646766,1
-0.933406,-0.732805,0.71396,1
-0.776848,-0.639601,-0.678574,1
-0.733016,-0.472562,0.307754,1
4.950309,0.506784,0.738083,1
-1.432755,-2.846494,-1.854355,1
-1.724914,-4.457193,1.315261,1
-1.680765,-4.640209,0.736843,1
-1.680501,-4.639101,0.736107,1
-0.861143,-4.38676,3.786596,1
-0.78709,-0.282913,0.068404,1
-0.753916,-0.095855,0.243995,1
-0.581023,0.31647,0.43094,1
-0.359663,0.206409,0.596754,1
-1.103297,-1.33295,0.822379,1
-1.150966,-0.74329,-1.072643,1
-0.630075,0.016948,0.795261,1
0.24086,2.156943,-1.491023,1
-0.630075,0.016948,0.795261,1
0.24086,2.156943,-1.491023,1
-0.630075,0.016948,0.795261,1
0.24086,2.156943,-1.491023,1
-0.491219,0.417657,0.772578,1
0.24086,2.156943,-1.491023,1
-1.012188,-0.805231,-1.354547,1
-0.869987,0.016388,-1.054428,1
-0.521471,0.703202,0.827666,1
-0.748034,-0.034692,0.300147,1
-0.334305,0.777821,0.251912,1
-1.12194,-2.834899,-0.699494,1
-0.65427,0.402405,0.230854,1
-0.703985,-0.12982,0.72315,1
-0.708314,-0.125933,0.723128,1
-2.617667,-8.035837,-8.870333,1
-1.377752,-2.647976,-1.970063,1
-0.703985,-0.12982,0.72315,1
-0.708314,-0.125933,0.723128,1
-1.758152,-4.893424,1.319131,1
-0.678275,-0.440451,0.53307,1
-0.675762,0.168848,0.735737,1
-1.292803,-3.281659,-3.151747,1
-0.832294,-1.217998,-0.880053,1
-0.863184,-0.141504,-0.120645,1
-1.198189,-1.54672,-1.885991,1
-1.417098,-2.340133,0.584151,1
-0.833849,-0.90131,-0.407947,1
-1.000434,-0.618395,-0.759772,1
-0.691922,0.231786,0.206849,1
-0.940774,-0.698627,1.406835,1
-0.718911,-0.710437,2.655701,1
-0.567474,-0.444649,-0.11964,1
-0.567474,-0.444649,-0.11964,1
-1.385111,-2.645003,2.21101,1
-0.191359,0.211344,-0.068325,1
-0.573404,-0.198443,-0.142521,1
-1.385111,-2.645003,2.21101,1
-0.898108,-0.271455,0.970454,1
-1.758152,-4.893424,1.319131,1
-0.898108,-0.271455,0.970454,1
-1.127563,-1.556543,0.998249,1
-0.719429,-0.714582,2.654821,1
-1.385111,-2.645003,2.21101,1
-0.679689,-0.592522,0.315627,1
-0.889029,-0.648888,1.694956,1
-1.656738,-3.705502,-3.082749,1
-1.143653,-1.399252,0.37441,1
-1.398212,-2.708931,-1.999863,1
-1.032006,-0.828355,-0.410281,1
-0.599441,0.475578,0.178926,1
-0.694095,0.285644,0.505251,1
-1.224656,-1.090641,0.185024,1
-1.562787,-3.678697,-3.443468,1
-0.785123,-0.305206,0.18701,1
-0.727181,-1.3211,-0.780356,1
-0.621591,0.715215,-2.258552,1
-0.56507,0.589495,-1.754819,1
-0.861708,-4.378976,3.781407,1
-0.919713,-0.507427,-0.417931,1
-0.663364,-0.126409,0.826514,1
-0.861708,-4.378976,3.781407,1
-1.130636,-1.900446,-1.003592,1
0.228397,0.472457,-0.314228,1
-0.677929,0.081024,0.515836,1
-0.614471,-0.428244,0.453307,1
-0.942344,-0.481422,0.217986,1
-0.501821,-1.391787,-0.136331,1
-0.865203,-0.658735,-0.077103,1
-0.592877,0.076193,0.124533,1
-0.616591,0.512721,0.17866,1
-1.380799,-2.461406,-1.652776,1
-1.245184,-1.822149,-1.39528,1
-1.442322,-3.255604,-9.333824,1
-0.962432,-0.460392,-0.253344,1
-0.763996,-0.181881,0.500492,1
-1.245239,-1.822298,-1.395306,1
-1.237511,-2.28812,0.864284,1
-1.192379,-1.930134,0.943033,1
-0.718289,-1.331194,-0.800842,1
-0.989222,-0.521321,-0.264514,1
-0.452955,1.154108,0.321737,1
-0.440612,1.269099,0.392481,1
-0.652692,0.139137,0.694524,1
-1.775209,-2.828687,-2.045567,1
-1.407031,-3.3444,-0.155995,1
-0.863943,-0.467836,-0.231095,1
-1.486046,-2.596975,-1.198707,1
-0.923425,-2.831235,-2.221468,1
-0.801956,-0.102157,-0.20391,1
-0.647704,-0.482167,0.553107,1
-0.865203,-0.658735,-0.077103,1
-0.572797,0.713646,0.011296,1
-1.431964,-2.350179,0.683454,1
-0.865914,-0.660665,-0.07744,1
-1.423442,-2.320345,0.691659,1
-0.79815,-0.836012,0.739886,1
-1.412498,-2.813623,-2.298214,1
-0.913738,-0.65602,-0.186836,1
-0.915552,-0.670406,-0.189526,1
-1.232115,-1.686441,-1.48889,1
-0.619755,-3.74918,2.677714,1
-0.691412,0.232642,0.206104,1
-0.588632,0.583234,0.187799,1
-0.776593,-2.182782,-1.302524,1
-0.795271,-0.707391,-0.372476,1
-1.427048,-5.900861,0.543205,1
-1.188639,-1.955589,0.855685,1
-0.810851,0.159262,-0.681009,1
-1.271421,-2.18839,-0.113505,1
-1.432278,-2.351623,0.683716,1
-0.82119,-0.057614,-0.929245,1
-0.858065,-0.340533,0.375887,1
-0.532058,0.292639,0.739368,1
-0.532058,0.292639,0.739368,1
-1.554434,-4.612147,1.626887,1
-0.936024,-1.148741,0.470459,1
-0.861708,-4.378976,3.781407,1
-1.289024,-1.692509,0.135742,1
-0.996796,-1.343642,-0.478054,1
-0.94673,-0.772414,-0.054793,1
-1.008977,-0.951252,-0.041606,1
-1.005032,-0.942465,-0.043134,1
-1.057148,-1.072965,-0.49138,1
-0.623725,-3.810221,2.681399,1
-0.597941,0.592412,0.234799,1
-1.308167,-2.604595,-3.788603,1
-0.834942,-1.185814,1.015606,1
-0.691505,0.241727,0.209129,1
-0.68968,-0.75667,0.428422,1
-0.528141,0.324205,-0.316731,1
-2.051212,-5.008626,-3.070488,1
-0.447775,1.239495,0.305267,1
-0.447775,1.239495,0.305267,1
-0.905133,-0.866956,-0.049661,1
-1.075358,-1.351931,-0.617381,1
-0.792876,0.12564,-1.531385,1
-0.616114,0.720318,-0.027355,1
-0.456697,-1.112412,0.154906,1
-1.091749,-1.413314,-0.645739,1
-1.461586,-2.621921,-0.83559,1
-1.009109,-0.949608,-0.022738,1
-1.379121,-3.042932,-1.693131,1
-1.091749,-1.413314,-0.645739,1
0.157037,-0.537756,-0.433784,1
-0.929385,-1.119736,0.469303,1
-0.627884,-1.244844,0.69967,1
0.414391,1.478828,0.222343,1
-0.958253,-2.349323,2.457895,1
-0.930529,-1.005688,0.18136,1
-1.214092,-2.371752,-0.701365,1
-1.201297,-2.33527,-0.681452,1
-0.694787,0.609419,-0.074385,1
-1.373814,-3.020998,-1.683382,1
-1.265964,-1.85078,0.117122,1
-1.089905,-1.307503,0.102062,1
-1.005334,-1.074947,0.257147,1
-1.090219,-1.306248,0.101711,1
-0.627884,-1.244844,0.69967,1
-0.749373,-0.008018,0.630517,1
-0.652877,-0.685953,0.480973,1
-0.686912,-0.338834,-0.027174,1
-0.843852,-1.017331,0.035102,1
-0.77659,0.128412,-0.325851,1
-0.937621,-0.528357,0.222518,1
-1.200186,-2.113914,-2.163764,1
-0.843852,-1.017331,0.035102,1
-0.843852,-1.017331,0.035102,1
-0.711944,0.442104,-0.025335,1
-0.866714,-0.554263,-0.195888,1
-1.446306,-1.80542,-2.206675,1
-1.151463,-1.457503,-0.660998,1
-0.699306,-0.263726,-0.876691,1
-0.925783,-1.114891,0.473779,1
-1.151463,-1.457503,-0.660998,1
-0.759119,-0.435724,0.498728,1
-1.151463,-1.457503,-0.660998,1
-0.838455,-1.107033,-3.335969,1
-0.68767,-1.402722,0.737984,1
-0.650523,-0.762599,0.429586,1
-1.529308,-3.288246,-2.175051,1
-0.680626,-0.137389,-0.035018,1
-0.910696,-1.382388,0.684992,1
-0.4864,0.798906,0.38612,1
-0.633756,0.399751,0.229296,1
-1.158695,-1.573143,0.353503,1
-1.063891,-2.199651,-2.068212,1
-1.607373,-2.736718,-2.62873,1
-1.339809,-3.264891,-3.320488,1
-0.978961,-1.004687,0.165231,1
-0.033283,-0.943704,-0.50302,1
-0.470514,0.74718,0.250145,1
-1.422445,-2.542792,-0.014415,1
-1.029214,-1.011359,-0.180923,1
-1.336792,-2.048497,-0.552497,1
-1.540171,-2.953155,0.057663,1
-0.961388,-0.928271,0.42161,1
-1.62426,-3.01815,-3.446799,1
-1.945915,-5.383433,-2.811169,1
-0.979801,-0.995281,0.33046,1
-1.253434,-1.833835,-0.225518,1
-1.008797,-0.950797,-0.022005,1
-1.194482,-1.602708,-0.188646,1
-0.635015,0.046406,1.122909,1
-0.68016,-0.137767,-0.035073,1
-0.527379,0.879253,-0.005351,1
-0.76538,-0.226839,0.198323,1
-0.637803,0.386335,0.224448,1
-0.671634,0.114158,0.511124,1
-0.78291,-1.209525,0.63528,1
-1.156911,-1.567665,0.370775,1
-0.825068,-0.55461,0.283106,1
-0.871202,-0.369234,-1.388222,1
-0.56557,0.340872,-0.062895,1
-1.06253,-1.038927,-0.13407,1
-0.961296,-0.933938,0.41735,1
-0.961333,-0.928123,0.421636,1
-1.00827,-0.946379,-0.021851,1
-0.046127,1.303608,-0.831193,1
-0.834551,-0.400466,0.612885,1
-0.346093,1.519965,0.437562,1
-0.046127,1.303608,-0.831193,1
-0.346093,1.519965,0.437562,1
-0.559128,-1.247192,0.429168,1
-1.623831,-3.723,-0.497861,1
-0.662571,-0.157939,-0.706321,1
-0.573868,-1.179461,0.406869,1
-1.10248,-1.186668,-1.425553,1
-1.062856,-1.03986,-0.131531,1
-0.895931,-0.126631,-0.283168,1
-0.610394,0.525952,-0.373875,1
-0.968613,-0.909785,0.568642,1
-0.524101,-0.529643,-0.000611,1
-1.232091,-1.682281,-0.098114,1
-0.232837,0.012034,0.099744,1
-0.895931,-0.126631,-0.283168,1
-0.750326,-0.330001,-0.057527,1
-1.008167,-0.948528,-0.020357,1
-1.052622,-1.003227,-0.123755,1
-0.895931,-0.126631,-0.283168,1
-1.168855,-1.478521,-0.353766,1
-1.229695,-1.687347,0.083755,1
-1.28778,-8.667309,-2.267214,1
-0.232837,0.012034,0.099744,1
-0.449193,0.493708,0.151238,1
